Rxn_name	Comp_correction	Ratelaw						
vP72	Cytoplasm	1						
vP73	Cytoplasm	1						
vP74	Cytoplasm	0.011						
vP75	Nucleus	0						
vP76	Nucleus	0.001						
vP77	Nucleus	0.1						
vP78	Nucleus	1						
vP79	Nucleus	0.9						
vP80	Cytoplasm	0.011						
vP81	Nucleus	0.001						
vP82	Nucleus	0.1						
vP83	Nucleus	1						
vP86	Nucleus	1						
vP87	Nucleus	0.001						
vP88	Nucleus	0.1						
vP89	Nucleus	1						
vP90	Nucleus	0.001						
vP91	Nucleus	0.1						
vP92	Nucleus	1						
vP93	Nucleus	0.001						
vP94	Nucleus	0.01						
vP95	Cytoplasm	1						
vP96	Cytoplasm	100						
vP97	Cytoplasm	0.001						
vP98	Cytoplasm	0.1						
vP99	Cytoplasm	0.001						
vP100	Cytoplasm	0.1						
vP101	Cytoplasm	1						
vP102	Cytoplasm	0.001						
vP103	Cytoplasm	0						
vP104	Cytoplasm	0.1						
vP105	Cytoplasm	0.01						
vP106	Cytoplasm	1						
vP107	Cytoplasm	10						
vP108	Cytoplasm	0.001						
vP109	Cytoplasm	0.1						
vP110	Cytoplasm	0.001						
vP111	Cytoplasm	0.1						
vP112	Cytoplasm	0.001						
vP113	Cytoplasm	0.0001						
vP114	Cytoplasm	0.05						
vP115	Cytoplasm	5						
vP116	Cytoplasm	10						
vP117	Cytoplasm	0.01						
vP118	Cytoplasm	0.05						
vP119	Cytoplasm	5						
vP120	Cytoplasm	10						
vP121	Cytoplasm	0.001						
vP122	Cytoplasm	1						
vP123	Cytoplasm	0.0001						
vP124	Cytoplasm	0.001						
vP125	Cytoplasm	0.1						
vP126	Cytoplasm	1						
vP127	Cytoplasm	0.01						
vP128	Cytoplasm	(kP128_1*bCATENIN*(GSK3b^kP128_2))/((kP128_3^kP128_2)+(GSK3b^kP128_2))	60	4	200			
vP131	Cytoplasm	0.01						
vP132	Cytoplasm	0.012						
vP133	Nucleus	0.018						
vP134	Cytoplasm	0.01						
vP135	Cytoplasm	1						
vP136	Cytoplasm	1						
vP137	Cytoplasm	0.0001						
vP138	Cytoplasm	0.1						
vP139	Cytoplasm	0.1						
vP140	Cytoplasm	0.1						
vP141	Cytoplasm	0.01						
vP146	Cytoplasm	0.001						
vP147	Cytoplasm	(kP147_1*mTORC1active*(TSC^kP147_2))/(kP147_3+(TSC^kP147_2))	1	4	0.1			
vP148	Cytoplasm	0.001						
vP149	Cytoplasm	0.0001						
vP150	Cytoplasm	0.1						
vP151	Cytoplasm	1						
vP152	Cytoplasm	10						
vP153	Cytoplasm	0.01						
vP154	Cytoplasm	0.01						
vP155	Cytoplasm	1						
vP156	Cytoplasm	10						
vP157	Cytoplasm	0.03						
vP158	Cytoplasm	0.005						
vP159	Cytoplasm	0.1						
vP160	Cytoplasm	1						
vP161	Cytoplasm	0.001						
vP162	Cytoplasm	0.001						
vP163	Cytoplasm	0.1						
vP164	Cytoplasm	1						
vP165	Cytoplasm	0.001						
vP166	Cytoplasm	0.001						
vP167	Cytoplasm	0.0001						
vP168	Cytoplasm	0.001						
vP169	Cytoplasm	0.001						
vP170	Cytoplasm	0.0001						
vP171	Cytoplasm	0.001						
vP172	Cytoplasm	0.01						
vP173	Cytoplasm	kP173	0.483					
vP174	Cytoplasm	kP174*pbCATENIN*TSC	0.001					
vP175	Cytoplasm	0.1						
vP176	Cytoplasm	0.01						
vP177	Nucleus	0.05						
vP178	Cytoplasm	0.01						
vP179	Cytoplasm	0.1						
vP180	Cytoplasm	1.00E-05						
vP181	Cytoplasm	0.1						
vP182	Nucleus	0.01						
vP183	Cytoplasm	5.00E-06						
vP184	Cytoplasm	0.01						
vP185	Cytoplasm	0.0004						
vP186	Cytoplasm	0.01						
vP187	Cytoplasm	0.001						
vP188	Cytoplasm	0.0001						
vP189	Cytoplasm	0.001						
vP190	Cytoplasm	0.0001						
vDP1	Cytoplasm	0						
vDP2	Cytoplasm	0						
vDP3	Cytoplasm	0						
vDP4	Cytoplasm	0						
vPA1	Cytoplasm	0.001						
vPA2	Cytoplasm	0.1						
vPA3	Cytoplasm	1						
vPA4	Cytoplasm	0.005						
vPA5	Cytoplasm	0.001						
vPA6	Cytoplasm	0.1						
vPA7	Cytoplasm	1						
vPA8	Cytoplasm	0.001						
vPA9	Cytoplasm	0.1						
vPA10	Cytoplasm	1						
vPA11	Cytoplasm	0.001						
vAd1	Cytoplasm	2.69E-06						
vAd2	Cytoplasm	0.002688368						
vAd3	Cytoplasm	0.000192541						
vAd4	Cytoplasm	2.69E-06						
vAd5	Cytoplasm	0.000233979						
vAd6	Cytoplasm	2.86E-05						
vAd7	Cytoplasm	2.34E-06						
vAd8	Cytoplasm	0.000232799						
vAd9	Cytoplasm	2.33E-06						
vAd10	Cytoplasm	5.32E-05						
vAd11	Cytoplasm	2.34E-06						
vAd12	Cytoplasm	2.86E-05						
vAd13	Cytoplasm	2.50E-06						
vAd14	Cytoplasm	2.50E-06						
vAd15	Cytoplasm	2.83E-06						
vAd16	Cytoplasm	0.000283273						
vAd17	Cytoplasm	0.000121963						
vAd18	Cytoplasm	2.83E-06						
vAd19	Cytoplasm	0.000247132						
vAd20	Mitochondrion	2.47E-06						
vAd21	Mitochondrion	0.000121963						
vAd22	Mitochondrion	0.000121963						
vAd23	Mitochondrion	2.47E-06						
vAd24	Mitochondrion	0.000121963						
vAd25	Mitochondrion	2.47E-06						
vAd26	Mitochondrion	0.000121963						
vAd27	Mitochondrion	1.32E-06						
vAd28	Mitochondrion	2.10E-06						
vAd29	Cytoplasm	1.32E-06						
vAd30	Cytoplasm	6.06E-06						
vAd31	Cytoplasm	6.06E-06						
vAd32	Cytoplasm	6.06E-06						
vAd33	Cytoplasm	6.06E-06						
vAd34	Cytoplasm	2.10E-06						
vAd35	Cytoplasm	2.86E-05						
vAd36	Cytoplasm	2.86E-05						
vAd37	Cytoplasm	2.33E-06						
vAd38	Cytoplasm	0.000121963						
vAd39	Cytoplasm	0.000121963						
vAd40	Cytoplasm	0.000128361						
vAd41	Cytoplasm	6.42E-05						
vAd42	Cytoplasm	0.000121963						
vAd43	Cytoplasm	6.42E-05						
vAd44	Cytoplasm	0.000641803						
vAd45	Cytoplasm	9.25E-06						
vAd46	Cytoplasm	9.25E-05						
vAd47	Cytoplasm	9.25E-06						
vRd1	Cytoplasm	1.51E-05						
vRd2	Cytoplasm	1.04E-05						
vRd3	Cytoplasm	0						
vRd4	Cytoplasm	1.51E-05						
vRd5	Cytoplasm	1.51E-05						
vRd6	Cytoplasm	1.51E-05						
vRd7	Cytoplasm	1.51E-05						
vRd8	Cytoplasm	1.04E-05						
vRd9	Cytoplasm	1.23E-05						
vRd10	Cytoplasm	1.04E-05						
vRd11	Cytoplasm	1.23E-05						
vRd12	Cytoplasm	0						
vRd13	Cytoplasm	6.55E-06						
vRd14	Cytoplasm	6.55E-06						
vRd15	Cytoplasm	6.55E-06						
vRd16	Cytoplasm	2.87E-05						
vRd17	Cytoplasm	1.51E-05						
vRd18	Cytoplasm	1.23E-05						
vRd19	Cytoplasm	0						
vRd20	Cytoplasm	6.55E-06						
vRd21	Cytoplasm	6.42E-05						
vRd22	Cytoplasm	6.55E-06						
vRd23	Cytoplasm	1.51E-05						
vRd24	Cytoplasm	1.51E-05						
vRd25	Cytoplasm	1.51E-05						
vRd26	Cytoplasm	1.51E-05						
vRd27	Cytoplasm	1.51E-05						
vRd28	Cytoplasm	1.23E-05						
vRd29	Cytoplasm	1.51E-05						
vRd30	Cytoplasm	1.23E-05						
vRd31	Cytoplasm	1.23E-05						
vRd32	Cytoplasm	1.23E-05						
vRd33	Cytoplasm	1.04E-05						
vRd34	Cytoplasm	0						
vRd35	Cytoplasm	1.51E-05						
vRd36	Cytoplasm	1.23E-05						
vRd37	Cytoplasm	0						
vRd38	Cytoplasm	6.55E-06						
vRd39	Cytoplasm	6.42E-05						
vRd40	Cytoplasm	6.55E-06						
vRd41	Cytoplasm	6.55E-06						
vRd42	Cytoplasm	2.87E-05						
vRd43	Cytoplasm	1.51E-05						
vRd44	Cytoplasm	1.51E-05						
vRd45	Cytoplasm	1.51E-05						
vRd46	Cytoplasm	1.23E-05						
vRd47	Cytoplasm	1.23E-05						
vRd48	Cytoplasm	0						
vRd49	Cytoplasm	6.55E-06						
vRd50	Cytoplasm	6.42E-05						
vRd51	Cytoplasm	6.55E-06						
vRd52	Cytoplasm	6.55E-06						
vRd53	Cytoplasm	2.87E-05						
vRd54	Cytoplasm	1.51E-05						
vRd55	Cytoplasm	1.04E-05						
vRd56	Cytoplasm	3.43E-06						
vRPd1_1	Cytoplasm	1.51E-05						
vRPd1_2	Cytoplasm	1.51E-05						
vRPd1_3	Cytoplasm	1.51E-05						
vRPd1_4	Cytoplasm	1.51E-05						
vRPd1_5	Cytoplasm	1.51E-05						
vRPd1_6	Cytoplasm	1.51E-05						
vRPd1_7	Cytoplasm	1.51E-05						
vRPd1_8	Cytoplasm	1.51E-05						
vRPd1_9	Cytoplasm	1.23E-05						
vRPd1_10	Cytoplasm	1.23E-05						
vRPd1_11	Cytoplasm	1.51E-05						
vRPd1_12	Cytoplasm	1.23E-05						
vRPd1_13	Cytoplasm	1.23E-05						
vRPd1_14	Cytoplasm	1.04E-05						
vRPd1_15	Cytoplasm	0						
vRPd1_16	Cytoplasm	1.51E-05						
vRPd1_17	Cytoplasm	1.23E-05						
vRPd1_18	Cytoplasm	0						
vRPd1_19	Cytoplasm	0						
vRPd1_20	Cytoplasm	6.55E-06						
vRPd1_21	Cytoplasm	6.55E-06						
vRPd1_22	Cytoplasm	6.42E-05						
vRPd1_23	Cytoplasm	6.42E-05						
vRPd1_24	Cytoplasm	6.55E-06						
vRPd1_25	Cytoplasm	6.55E-06						
vRPd1_26	Cytoplasm	6.55E-06						
vRPd1_27	Cytoplasm	2.87E-05						
vRPd1_28	Cytoplasm	6.55E-06						
vRPd1_29	Cytoplasm	2.87E-05						
vRPd1_30	Cytoplasm	5.82E-05						
vRPd1_31	Cytoplasm	5.82E-05						
vRPd1_32	Cytoplasm	5.82E-05						
vRPd1_33	Cytoplasm	5.82E-05						
vRPd2_1	Cytoplasm	9.63E-05						
vRPd2_2	Cytoplasm	9.63E-05						
vRPd2_3	Cytoplasm	9.63E-05						
vRPd2_4	Cytoplasm	9.63E-05						
vRPd2_5	Cytoplasm	9.63E-05						
vRPd2_6	Cytoplasm	9.63E-05						
vRPd2_7	Cytoplasm	9.63E-05						
vRPd2_8	Cytoplasm	9.63E-05						
vRPd2_9	Cytoplasm	9.63E-05						
vRPd2_10	Cytoplasm	9.63E-05						
vRPd2_11	Cytoplasm	9.63E-05						
vRPd2_12	Cytoplasm	9.63E-05						
vRPd2_13	Cytoplasm	9.63E-05						
vRPd2_14	Cytoplasm	9.63E-05						
vRPd2_15	Cytoplasm	9.63E-05						
vRPd2_16	Cytoplasm	9.63E-05						
vRPd2_17	Cytoplasm	9.63E-05						
vRPd2_18	Cytoplasm	9.63E-05						
vRPd2_19	Cytoplasm	9.63E-05						
vRPd2_20	Cytoplasm	9.63E-05						
vRPd2_21	Cytoplasm	9.63E-05						
vRPd2_22	Cytoplasm	9.63E-05						
vRPd2_23	Cytoplasm	9.63E-05						
vRPd2_24	Cytoplasm	9.63E-05						
vRPd2_25	Cytoplasm	9.63E-05						
vRPd2_26	Cytoplasm	9.63E-05						
vRPd2_27	Cytoplasm	9.63E-05						
vRPd2_28	Cytoplasm	9.63E-05						
vRPd2_29	Cytoplasm	9.63E-05						
vRPd3_1	Cytoplasm	0.00021301						
vRPd3_2	Cytoplasm	0.00021301						
vRPd3_3	Cytoplasm	0.00083711						
vRPd3_4	Cytoplasm	0.00083711						
vRPd3_5	Cytoplasm	0.00021301						
vRPd3_6	Cytoplasm	0.00021301						
vRPd3_7	Cytoplasm	0.00021301						
vRPd3_8	Cytoplasm	0.00021301						
vRPd3_9	Cytoplasm	8.71E-05						
vRPd3_10	Cytoplasm	8.71E-05						
vRPd3_11	Cytoplasm	0.00021301						
vRPd3_12	Cytoplasm	8.71E-05						
vRPd3_13	Cytoplasm	8.71E-05						
vRPd3_14	Cytoplasm	8.71E-05						
vRPd3_15	Cytoplasm	8.71E-05						
vRPd3_16	Cytoplasm	0.00021301						
vRPd3_17	Cytoplasm	8.71E-05						
vRPd3_18	Cytoplasm	8.71E-05						
vRPd3_19	Cytoplasm	8.71E-05						
vRPd3_20	Cytoplasm	8.71E-05						
vRPd3_21	Cytoplasm	8.71E-05						
vRPd3_22	Cytoplasm	8.71E-05						
vRPd3_23	Cytoplasm	8.71E-05						
vRPd3_24	Cytoplasm	8.71E-05						
vRPd3_25	Cytoplasm	8.71E-05						
vRPd3_26	Cytoplasm	8.71E-05						
vRPd3_27	Cytoplasm	8.71E-05						
vRPd3_28	Cytoplasm	8.71E-05						
vRPd3_29	Cytoplasm	8.71E-05						
vRPd4_1	Cytoplasm	0.00021301						
vRPd4_2	Cytoplasm	0.00021301						
vRPd4_3	Cytoplasm	0.00083711						
vRPd4_4	Cytoplasm	0.00083711						
vRPd4_5	Cytoplasm	0.00021301						
vRPd4_6	Cytoplasm	0.00021301						
vRPd4_7	Cytoplasm	0.00021301						
vRPd4_8	Cytoplasm	0.00021301						
vRPd4_9	Cytoplasm	8.71E-05						
vRPd4_10	Cytoplasm	8.71E-05						
vRPd4_11	Cytoplasm	0.00021301						
vRPd4_12	Cytoplasm	8.71E-05						
vRPd4_13	Cytoplasm	8.71E-05						
vRPd4_14	Cytoplasm	8.71E-05						
vRPd4_15	Cytoplasm	8.71E-05						
vRPd4_16	Cytoplasm	0.00021301						
vRPd4_17	Cytoplasm	8.71E-05						
vRPd4_18	Cytoplasm	8.71E-05						
vRPd4_19	Cytoplasm	8.71E-05						
vRPd4_20	Cytoplasm	8.71E-05						
vRPd4_21	Cytoplasm	8.71E-05						
vRPd4_22	Cytoplasm	8.71E-05						
vRPd4_23	Cytoplasm	8.71E-05						
vRPd4_24	Cytoplasm	8.71E-05						
vRPd4_25	Cytoplasm	8.71E-05						
vRPd4_26	Cytoplasm	8.71E-05						
vRPd4_27	Cytoplasm	8.71E-05						
vRPd4_28	Cytoplasm	8.71E-05						
vRPd4_29	Cytoplasm	8.71E-05						
vRPd4_30	Cytoplasm	8.71E-05						
vRPd4_31	Cytoplasm	8.71E-05						
vRPd4_32	Cytoplasm	8.71E-05						
vRPd4_33	Cytoplasm	8.71E-05						
vRPd5_1	Cytoplasm	1.51E-05						
vRPd5_2	Cytoplasm	1.51E-05						
vRPd5_3	Cytoplasm	1.51E-05						
vRPd5_4	Cytoplasm	1.51E-05						
vRPd5_5	Cytoplasm	1.51E-05						
vRPd5_6	Cytoplasm	1.51E-05						
vRPd5_7	Cytoplasm	1.51E-05						
vRPd5_8	Cytoplasm	1.51E-05						
vRPd5_9	Cytoplasm	1.23E-05						
vRPd5_10	Cytoplasm	1.23E-05						
vRPd5_11	Cytoplasm	1.51E-05						
vRPd5_12	Cytoplasm	1.23E-05						
vRPd5_13	Cytoplasm	1.23E-05						
vRPd5_14	Cytoplasm	1.12E-05						
vRPd5_15	Cytoplasm	1.12E-05						
vRPd5_16	Cytoplasm	1.51E-05						
vRPd5_17	Cytoplasm	1.23E-05						
vRPd5_18	Cytoplasm	1.12E-05						
vRPd5_19	Cytoplasm	1.12E-05						
vRPd5_20	Cytoplasm	1.12E-05						
vRPd5_21	Cytoplasm	1.12E-05						
vRPd5_22	Cytoplasm	6.42E-05						
vRPd5_23	Cytoplasm	6.42E-05						
vRPd5_24	Cytoplasm	1.12E-05						
vRPd5_25	Cytoplasm	1.12E-05						
vRPd5_26	Cytoplasm	5.82E-05						
vRPd5_27	Cytoplasm	5.82E-05						
vRPd5_28	Cytoplasm	5.82E-05						
vRPd5_29	Cytoplasm	5.82E-05						
vRPd6_1	Cytoplasm	0.00021301						
vRPd6_2	Cytoplasm	0.00021301						
vRPd6_3	Cytoplasm	0.00083711						
vRPd6_4	Cytoplasm	0.00083711						
vRPd6_5	Cytoplasm	0.00021301						
vRPd6_6	Cytoplasm	0.00021301						
vRPd6_7	Cytoplasm	0.00021301						
vRPd6_8	Cytoplasm	0.00021301						
vRPd6_9	Cytoplasm	8.71E-05						
vRPd6_10	Cytoplasm	8.71E-05						
vRPd6_11	Cytoplasm	0.00021301						
vRPd6_12	Cytoplasm	8.71E-05						
vRPd6_13	Cytoplasm	8.71E-05						
vRPd6_14	Cytoplasm	8.71E-05						
vRPd6_15	Cytoplasm	8.71E-05						
vRPd6_16	Cytoplasm	0.00021301						
vRPd6_17	Cytoplasm	8.71E-05						
vRPd6_18	Cytoplasm	8.71E-05						
vRPd6_19	Cytoplasm	8.71E-05						
vRPd6_20	Cytoplasm	8.71E-05						
vRPd6_21	Cytoplasm	8.71E-05						
vRPd6_22	Cytoplasm	8.71E-05						
vRPd6_23	Cytoplasm	8.71E-05						
vRPd6_24	Cytoplasm	8.71E-05						
vRPd6_25	Cytoplasm	8.71E-05						
vRPd6_26	Cytoplasm	8.71E-05						
vRPd6_27	Cytoplasm	8.71E-05						
vRPd6_28	Cytoplasm	8.71E-05						
vRPd6_29	Cytoplasm	8.71E-05						
vRPd7_1	Cytoplasm	1.51E-05						
vRPd7_2	Cytoplasm	1.51E-05						
vRPd7_3	Cytoplasm	1.51E-05						
vRPd7_4	Cytoplasm	1.51E-05						
vRPd7_5	Cytoplasm	1.51E-05						
vRPd7_6	Cytoplasm	1.51E-05						
vRPd7_7	Cytoplasm	1.51E-05						
vRPd7_8	Cytoplasm	1.51E-05						
vRPd7_9	Cytoplasm	1.23E-05						
vRPd7_10	Cytoplasm	1.23E-05						
vRPd7_11	Cytoplasm	1.51E-05						
vRPd7_12	Cytoplasm	1.23E-05						
vRPd7_13	Cytoplasm	1.23E-05						
vRPd7_14	Cytoplasm	1.04E-05						
vRPd7_15	Cytoplasm	6.22E-06						
vRPd7_16	Cytoplasm	1.51E-05						
vRPd7_17	Cytoplasm	1.23E-05						
vRPd7_18	Cytoplasm	6.22E-06						
vRPd7_19	Cytoplasm	6.22E-06						
vRPd7_20	Cytoplasm	6.55E-06						
vRPd7_21	Cytoplasm	6.55E-06						
vRPd7_22	Cytoplasm	6.42E-05						
vRPd7_23	Cytoplasm	6.42E-05						
vRPd7_24	Cytoplasm	6.55E-06						
vRPd7_25	Cytoplasm	6.55E-06						
vRPd7_26	Cytoplasm	5.82E-05						
vRPd7_27	Cytoplasm	5.82E-05						
vRPd7_28	Cytoplasm	5.82E-05						
vRPd7_29	Cytoplasm	5.82E-05						
vRPd8_1	Cytoplasm	1.51E-05						
vRPd8_2	Cytoplasm	1.51E-05						
vRPd8_3	Cytoplasm	1.51E-05						
vRPd8_4	Cytoplasm	1.51E-05						
vRPd8_5	Cytoplasm	1.51E-05						
vRPd8_6	Cytoplasm	1.51E-05						
vRPd8_7	Cytoplasm	1.51E-05						
vRPd8_8	Cytoplasm	1.51E-05						
vRPd8_9	Cytoplasm	1.23E-05						
vRPd8_10	Cytoplasm	1.23E-05						
vRPd8_11	Cytoplasm	1.51E-05						
vRPd8_12	Cytoplasm	1.23E-05						
vRPd8_13	Cytoplasm	1.23E-05						
vRPd8_14	Cytoplasm	1.04E-05						
vRPd8_15	Cytoplasm	4.81E-06						
vRPd8_16	Cytoplasm	1.51E-05						
vRPd8_17	Cytoplasm	1.23E-05						
vRPd8_18	Cytoplasm	4.81E-06						
vRPd8_19	Cytoplasm	4.81E-06						
vRPd8_20	Cytoplasm	6.55E-06						
vRPd8_21	Cytoplasm	6.55E-06						
vRPd8_22	Cytoplasm	6.42E-05						
vRPd8_23	Cytoplasm	6.42E-05						
vRPd8_24	Cytoplasm	6.55E-06						
vRPd8_25	Cytoplasm	6.55E-06						
vRPd8_26	Cytoplasm	5.82E-05						
vRPd8_27	Cytoplasm	5.82E-05						
vRPd8_28	Cytoplasm	5.82E-05						
vRPd8_29	Cytoplasm	5.82E-05						
vRPd10_1	Cytoplasm	1.51E-05						
vRPd10_2	Cytoplasm	1.51E-05						
vRPd10_3	Cytoplasm	1.51E-05						
vRPd10_4	Cytoplasm	1.51E-05						
vRPd10_5	Cytoplasm	1.51E-05						
vRPd10_6	Cytoplasm	1.51E-05						
vRPd10_7	Cytoplasm	1.51E-05						
vRPd10_8	Cytoplasm	1.51E-05						
vRPd10_9	Cytoplasm	1.23E-05						
vRPd10_10	Cytoplasm	1.23E-05						
vRPd10_11	Cytoplasm	1.51E-05						
vRPd10_12	Cytoplasm	1.23E-05						
vRPd10_13	Cytoplasm	1.23E-05						
vRPd10_14	Cytoplasm	1.04E-05						
vRPd10_15	Cytoplasm	8.99E-06						
vRPd10_16	Cytoplasm	1.51E-05						
vRPd10_17	Cytoplasm	1.23E-05						
vRPd10_18	Cytoplasm	8.99E-06						
vRPd10_19	Cytoplasm	8.99E-06						
vRPd10_20	Cytoplasm	8.99E-06						
vRPd10_21	Cytoplasm	8.99E-06						
vRPd10_22	Cytoplasm	6.42E-05						
vRPd10_23	Cytoplasm	6.42E-05						
vRPd10_24	Cytoplasm	8.99E-06						
vRPd10_25	Cytoplasm	8.99E-06						
vRPd10_26	Cytoplasm	5.82E-05						
vRPd10_27	Cytoplasm	5.82E-05						
vRPd10_28	Cytoplasm	5.82E-05						
vRPd10_29	Cytoplasm	5.82E-05						
vRPd11_1	Cytoplasm	0.00021301						
vRPd11_2	Cytoplasm	0.00021301						
vRPd11_3	Cytoplasm	0.00083711						
vRPd11_4	Cytoplasm	0.00083711						
vRPd11_5	Cytoplasm	0.00021301						
vRPd11_6	Cytoplasm	0.00021301						
vRPd11_7	Cytoplasm	0.00021301						
vRPd11_8	Cytoplasm	0.00021301						
vRPd11_9	Cytoplasm	8.71E-05						
vRPd11_10	Cytoplasm	8.71E-05						
vRPd11_11	Cytoplasm	0.00021301						
vRPd11_12	Cytoplasm	8.71E-05						
vRPd11_13	Cytoplasm	8.71E-05						
vRPd11_14	Cytoplasm	8.71E-05						
vRPd11_15	Cytoplasm	8.71E-05						
vRPd11_16	Cytoplasm	0.00021301						
vRPd11_17	Cytoplasm	8.71E-05						
vRPd11_18	Cytoplasm	8.71E-05						
vRPd11_19	Cytoplasm	8.71E-05						
vRPd11_20	Cytoplasm	8.71E-05						
vRPd11_21	Cytoplasm	8.71E-05						
vRPd11_22	Cytoplasm	8.71E-05						
vRPd11_23	Cytoplasm	8.71E-05						
vRPd11_24	Cytoplasm	8.71E-05						
vRPd11_25	Cytoplasm	8.71E-05						
vRPd11_26	Cytoplasm	8.71E-05						
vRPd11_27	Cytoplasm	8.71E-05						
vRPd11_28	Cytoplasm	8.71E-05						
vRPd11_29	Cytoplasm	8.71E-05						
vRPd12_1	Cytoplasm	1.51E-05						
vRPd12_2	Cytoplasm	1.51E-05						
vRPd12_3	Cytoplasm	1.51E-05						
vRPd12_4	Cytoplasm	1.51E-05						
vRPd12_5	Cytoplasm	1.51E-05						
vRPd12_6	Cytoplasm	1.51E-05						
vRPd12_7	Cytoplasm	1.51E-05						
vRPd12_8	Cytoplasm	1.51E-05						
vRPd12_9	Cytoplasm	1.23E-05						
vRPd12_10	Cytoplasm	1.23E-05						
vRPd12_11	Cytoplasm	1.51E-05						
vRPd12_12	Cytoplasm	1.23E-05						
vRPd12_13	Cytoplasm	1.23E-05						
vRPd12_14	Cytoplasm	1.12E-05						
vRPd12_15	Cytoplasm	1.12E-05						
vRPd12_16	Cytoplasm	1.51E-05						
vRPd12_17	Cytoplasm	1.23E-05						
vRPd12_18	Cytoplasm	1.12E-05						
vRPd12_19	Cytoplasm	1.12E-05						
vRPd12_20	Cytoplasm	1.12E-05						
vRPd12_21	Cytoplasm	1.12E-05						
vRPd12_22	Cytoplasm	6.42E-05						
vRPd12_23	Cytoplasm	6.42E-05						
vRPd12_24	Cytoplasm	1.12E-05						
vRPd12_25	Cytoplasm	1.12E-05						
vRPd12_26	Cytoplasm	5.82E-05						
vRPd12_27	Cytoplasm	5.82E-05						
vRPd12_28	Cytoplasm	5.82E-05						
vRPd12_29	Cytoplasm	5.82E-05						
vRPd13_1	Cytoplasm	1.51E-05						
vRPd13_2	Cytoplasm	1.51E-05						
vRPd13_3	Cytoplasm	1.51E-05						
vRPd13_4	Cytoplasm	1.51E-05						
vRPd13_5	Cytoplasm	1.51E-05						
vRPd13_6	Cytoplasm	1.51E-05						
vRPd13_7	Cytoplasm	1.51E-05						
vRPd13_8	Cytoplasm	1.51E-05						
vRPd13_9	Cytoplasm	1.23E-05						
vRPd13_10	Cytoplasm	1.23E-05						
vRPd13_11	Cytoplasm	1.51E-05						
vRPd13_12	Cytoplasm	1.23E-05						
vRPd13_13	Cytoplasm	1.23E-05						
vRPd13_14	Cytoplasm	1.04E-05						
vRPd13_15	Cytoplasm	6.22E-06						
vRPd13_16	Cytoplasm	1.51E-05						
vRPd13_17	Cytoplasm	1.23E-05						
vRPd13_18	Cytoplasm	6.22E-06						
vRPd13_19	Cytoplasm	6.22E-06						
vRPd13_20	Cytoplasm	6.55E-06						
vRPd13_21	Cytoplasm	6.55E-06						
vRPd13_22	Cytoplasm	6.42E-05						
vRPd13_23	Cytoplasm	6.42E-05						
vRPd13_24	Cytoplasm	6.55E-06						
vRPd13_25	Cytoplasm	6.55E-06						
vRPd13_26	Cytoplasm	5.82E-05						
vRPd13_27	Cytoplasm	5.82E-05						
vRPd13_28	Cytoplasm	5.82E-05						
vRPd13_29	Cytoplasm	5.82E-05						
vRPd14_1	Cytoplasm	1.51E-05						
vRPd14_2	Cytoplasm	1.51E-05						
vRPd14_3	Cytoplasm	1.51E-05						
vRPd14_4	Cytoplasm	1.51E-05						
vRPd14_5	Cytoplasm	1.51E-05						
vRPd14_6	Cytoplasm	1.51E-05						
vRPd14_7	Cytoplasm	1.51E-05						
vRPd14_8	Cytoplasm	1.51E-05						
vRPd14_9	Cytoplasm	1.23E-05						
vRPd14_10	Cytoplasm	1.23E-05						
vRPd14_11	Cytoplasm	1.51E-05						
vRPd14_12	Cytoplasm	1.23E-05						
vRPd14_13	Cytoplasm	1.23E-05						
vRPd14_14	Cytoplasm	1.04E-05						
vRPd14_15	Cytoplasm	4.81E-06						
vRPd14_16	Cytoplasm	1.51E-05						
vRPd14_17	Cytoplasm	1.23E-05						
vRPd14_18	Cytoplasm	4.81E-06						
vRPd14_19	Cytoplasm	4.81E-06						
vRPd14_20	Cytoplasm	6.55E-06						
vRPd14_21	Cytoplasm	6.55E-06						
vRPd14_22	Cytoplasm	6.42E-05						
vRPd14_23	Cytoplasm	6.42E-05						
vRPd14_24	Cytoplasm	6.55E-06						
vRPd14_25	Cytoplasm	6.55E-06						
vRPd14_26	Cytoplasm	5.82E-05						
vRPd14_27	Cytoplasm	5.82E-05						
vRPd14_28	Cytoplasm	5.82E-05						
vRPd14_29	Cytoplasm	5.82E-05						
vRPd16_1	Cytoplasm	1.51E-05						
vRPd16_2	Cytoplasm	1.51E-05						
vRPd16_3	Cytoplasm	1.51E-05						
vRPd16_4	Cytoplasm	1.51E-05						
vRPd16_5	Cytoplasm	1.51E-05						
vRPd16_6	Cytoplasm	1.51E-05						
vRPd16_7	Cytoplasm	1.51E-05						
vRPd16_8	Cytoplasm	1.51E-05						
vRPd16_9	Cytoplasm	1.23E-05						
vRPd16_10	Cytoplasm	1.23E-05						
vRPd16_11	Cytoplasm	1.51E-05						
vRPd16_12	Cytoplasm	1.23E-05						
vRPd16_13	Cytoplasm	1.23E-05						
vRPd16_14	Cytoplasm	1.04E-05						
vRPd16_15	Cytoplasm	8.99E-06						
vRPd16_16	Cytoplasm	1.51E-05						
vRPd16_17	Cytoplasm	1.23E-05						
vRPd16_18	Cytoplasm	8.99E-06						
vRPd16_19	Cytoplasm	8.99E-06						
vRPd16_20	Cytoplasm	8.99E-06						
